temp,time_hours_interp,hanliang_log10,数据类型
15,36.33333333333333,2.4903343718383195,原始实测
15,36.41666666666666,2.493974840610903,原始实测
15,36.5,2.4976153093834865,原始实测
15,36.58333333333333,2.50125577815607,原始实测
15,36.66666666666666,2.504896246928653,原始实测
15,36.75,2.508536715701237,原始实测
15,36.83333333333333,2.51217718447382,原始实测
15,36.91666666666666,2.5158176532464034,原始实测
15,37,2.519458122018987,原始实测
15,37.08333333333333,2.5230985907915704,原始实测
15,37.16666666666666,2.5267390595641537,原始实测
15,37.25,2.5303795283367374,原始实测
15,37.33333333333333,2.5340199971093207,原始实测
15,37.41666666666666,2.537660465881904,原始实测
15,37.5,2.541300934654488,原始实测
15,37.58333333333333,2.544941403427071,原始实测
15,37.66666666666666,2.5485818721996543,原始实测
15,37.75,2.552222340972238,原始实测
15,37.83333333333333,2.5558628097448213,原始实测
15,37.91666666666666,2.559503278517405,原始实测
15,38,2.5631437472899883,原始实测
15,38.08333333333333,2.566784216062572,原始实测
15,38.16666666666666,2.570424684835155,原始实测
15,38.25,2.5740651536077386,原始实测
15,38.33333333333333,2.577705622380322,原始实测
15,38.41666666666666,2.581346091152905,原始实测
15,38.5,2.584986559925489,原始实测
15,38.58333333333333,2.588627028698072,原始实测
15,38.66666666666666,2.5922674974706554,原始实测
15,38.75,2.595907966243239,原始实测
15,38.83333333333333,2.5995484350158224,原始实测
15,38.91666666666666,2.6031889037884057,原始实测
15,39,2.606829372560989,原始实测
15,39.08333333333333,2.6104698413335727,原始实测
15,39.16666666666666,2.614110310106156,原始实测
15,39.25,2.61775077887874,原始实测
15,39.33333333333333,2.621391247651323,原始实测
15,39.41666666666666,2.6250317164239063,原始实测
15,39.5,2.62867218519649,原始实测
15,39.58333333333333,2.6323126539690733,原始实测
15,39.66666666666666,2.6359531227416566,原始实测
15,39.75,2.6395935915142403,原始实测
15,39.83333333333333,2.643234060286824,原始实测
15,39.91666666666666,2.646874529059407,原始实测
15,40,2.65051499783199,原始实测
15,40.08333333333333,2.654155466604574,原始实测
15,40.16666666666666,2.657795935377157,原始实测
15,40.25,2.661436404149741,原始实测
15,40.33333333333333,2.665076872922324,原始实测
15,40.41666666666666,2.6687173416949075,原始实测
15,40.5,2.672357810467491,原始实测
15,40.58333333333333,2.6759982792400745,原始实测
15,40.66666666666666,2.679638748012658,原始实测
15,40.75,2.683279216785241,原始实测
15,40.83333333333333,2.686919685557825,原始实测
15,40.91666666666666,2.690560154330408,原始实测
15,41,2.694200623102992,原始实测
15,41.08333333333333,2.697841091875575,原始实测
15,41.16666666666666,2.7014815606481584,原始实测
15,41.25,2.705122029420742,原始实测
15,41.33333333333333,2.7087624981933254,原始实测
15,41.41666666666666,2.7124029669659087,原始实测
15,41.5,2.7160434357384924,原始实测
15,41.58333333333333,2.719683904511076,原始实测
15,41.66666666666666,2.723324373283659,原始实测
15,41.75,2.7269648420562427,原始实测
15,41.83333333333333,2.730605310828826,原始实测
15,41.91666666666666,2.734245779601409,原始实测
15,42,2.737886248373993,原始实测
15,42.08333333333333,2.7415267171465763,原始实测
15,42.16666666666666,2.7451671859191595,原始实测
15,42.25,2.7488076546917437,原始实测
15,42.33333333333333,2.7524481234643265,原始实测
15,42.41666666666666,2.75608859223691,原始实测
15,42.5,2.7597290610094936,原始实测
15,42.58333333333333,2.763369529782077,原始实测
15,42.66666666666666,2.76700999855466,原始实测
15,42.75,2.770650467327244,原始实测
15,42.83333333333333,2.774290936099827,原始实测
15,42.91666666666666,2.7779314048724104,原始实测
15,43,2.781571873644994,原始实测
15,43.08333333333333,2.785212342417577,原始实测
15,43.16666666666666,2.7888528111901607,原始实测
15,43.25,2.7924932799627444,原始实测
15,43.33333333333333,2.796133748735328,原始实测
15,43.41666666666666,2.799774217507911,原始实测
15,43.5,2.8034146862804947,原始实测
15,43.58333333333333,2.807055155053078,原始实测
15,43.66666666666666,2.8106956238256613,原始实测
15,43.75,2.814336092598245,原始实测
15,43.83333333333333,2.8179765613708283,原始实测
15,43.91666666666666,2.821617030143412,原始实测
